央视频道,#genre#
湖南卫视[1920*1080],http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hnwshd/4000000/mnf.m3u8?dt_dapp=1
湖南卫视[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
吉林卫视[720*540],http://111.40.196.9/PLTV/88888888/224/3221225589/index.m3u8
江苏卫视[1024*576],http://111.40.196.9/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225578/index.m3u8
江苏卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225596/index.m3u8
江苏卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226200/index.m3u8
江苏卫视[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225882/index.m3u8
江苏卫视[1920*1080],http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
康巴卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226234/index.m3u8
辽宁卫视[785*576],http://111.40.196.9/PLTV/88888888/224/3221225558/index.m3u8
辽宁卫视[785*576],http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8
辽宁卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226201/index.m3u8
辽宁卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226210/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视[1920*1080],http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
南方卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226218/index.m3u8
内蒙古卫视[768*576],http://111.40.196.9/PLTV/88888888/224/3221225574/index.m3u8
内蒙古卫视[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视[768*576],http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8
内蒙古卫视[768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视[785*576],http://111.40.196.9/PLTV/88888888/224/3221225530/index.m3u8
宁夏卫视[785*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视[785*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视[785*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
农林卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226229/index.m3u8
厦门卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226219/index.m3u8
山东教育卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226238/index.m3u8
山东卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225526/index.m3u8
山东卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225545/index.m3u8
山东卫视[1280*720],http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226209/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls
山东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
陕西卫视[768*576],http://111.20.33.93/TVOD/88888893/224/3221226246/index.m3u8
陕西卫视[768*576],http://39.134.66.66/PLTV/88888888/224/3221225567/index.m3u8
陕西卫视[768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226388/index.m3u8
陕西卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221225821/index.m3u8
深圳卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225528/index.m3u8
深圳卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226205/index.m3u8
深圳卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/szwshd/4000000/mnf.m3u8
深圳卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
天津卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
天津卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226204/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
天津卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8
天津卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8
天津卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/index.m3u8?fmt=ts2hls
天津卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
西藏卫视[720*540],http://111.40.196.9/PLTV/88888888/224/3221225651/index.m3u8
新疆卫视[720*540],http://111.40.196.9/PLTV/88888888/224/3221225633/index.m3u8
延边卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226220/index.m3u8
云南卫视[720*540],http://111.40.196.9/PLTV/88888888/224/3221225635/index.m3u8
浙江卫视[1024*576],http://111.40.196.9/PLTV/88888888/224/3221225523/index.m3u8
浙江卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8
浙江卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
浙江卫视[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
浙江卫视[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://183.207.249.34:80/PLTV/4/224/3221227393/index.m3u8?
浙江卫视[1920*1080],http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
重庆卫视[720*540],http://111.40.196.9/PLTV/88888888/224/3221225579/index.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080],http://140.207.241.2:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江西卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
东南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/index.m3u8?fmt=ts2hls
东南卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
东南卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u
广东本地,#genre#
[HD]广东体育,https://epg.pm/stream/561c81df0f76995348fe0520e4a62e07f595033118c772b19597d81dafeee003.m3u8
[BD]广东体育@@1,https://epg.pm/stream/fb4b50efd5ebb99d0e14012b038c2a6a9242acabce89ecce2f562f38a09237f5.m3u8
[HD]广东珠江,https://epg.pm/stream/2315966b5a101566281132c779618a158aa34f7467a531adb05e2b33661a6cb4.m3u8
[HD]珠江@@5,https://epg.pm/stream/0c5dcf553a4ad1cfd78d09fec4b58e386d49469a7cd8487fc9a0c3d849d4f1f5.m3u8
[SD]广东新闻高清,https://epg.pm/stream/2f957aa14be989ec2187c9dbe830894b0fa6f7ba885558ec81dd46c97ba5acf8.m3u8
[SD]广东公共高清,https://epg.pm/stream/358b082e524cf114629b9f14a7e26db5c768c7ebb427c76d5191f8d665316543.m3u8
广州综合代理,http://315600.xyz/jk/dl/df///gztv.php?id=zhonghe
广州法制代理,http://315600.xyz/jk/dl/df///gztv.php?id=fazhi
广州新闻代理,http://315600.xyz/jk/dl/df///gztv.php?id=xinwen
广州新闻,http://ye23.win/iptv/gztv.php?id=xinwen
广州综合,http://ye23.win/iptv/gztv.php?id=zhonghe
广州竞赛,http://ye23.win/iptv/gztv.php?id=jingsai
广州影视,http://ye23.win/iptv/gztv.php?id=yingshi
南国都市,http://103.213.250.168:889/m3u8.php/GZTV/shenghuo
广州影视,http://103.213.250.168:889/m3u8.php/GZTV/yingshi
广州综合,http://103.213.250.168:889/m3u8.php/GZTV/zhonghe
广州法治,http://103.213.250.168:889/m3u8.php/GZTV/fazhi
广州竞赛,http://103.213.250.168:889/m3u8.php/GZTV/jingsai
广州新闻,http://103.213.250.168:889/m3u8.php/GZTV/xinwen
广东卫视[1024*576],http://61.143.45.150:9901/tsfile/live/0017_1.m3u8
广东珠江[1024*576],http://61.143.45.150:9901/tsfile/live/0018_1.m3u8
广东新闻[1024*576],http://61.143.45.150:9901/tsfile/live/0019_1.m3u8
广东公共[1024*576],http://61.143.45.150:9901/tsfile/live/1000_1.m3u8
广东少儿[1024*576],http://61.143.45.150:9901/tsfile/live/1004_1.m3u8
广东体育[1024*576],http://61.143.45.150:9901/tsfile/live/1001_1.m3u8
广东影视[1024*576],http://61.143.45.150:9901/tsfile/live/1003_1.m3u8
南方卫视（星）,http://120.84.96.222:808/hls/67/index.m3u8
南方卫视HD,http://120.84.96.222:808/hls/119/index.m3u8
广东体育1,http://qwas.eatuo.com:9901/tsfile/live/1081_1.m3u8
哈尔滨移动广东珠江,http://111.40.196.36/0000000000000000/0/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=1
广东珠江[1920*1080],http://183.63.15.42:9901/tsfile/live/0109_1.m3u8
广东新闻[1920*1080],http://183.63.15.42:9901/tsfile/live/1004_1.m3u8
广东公共[1920*1080],http://183.63.15.42:9901/tsfile/live/1005_1.m3u8
广东经济科教[1920*1080],http://183.63.15.42:9901/tsfile/live/1006_1.m3u8
广东影视[1920*1080],http://183.63.15.42:9901/tsfile/live/1007_1.m3u8
广东少儿[1920*1080],http://183.63.15.42:9901/tsfile/live/1008_1.m3u8
嘉佳卡通[1920*1080],http://183.63.15.42:9901/tsfile/live/1009_1.m3u8
南方卫视[1920*1080],http://183.63.15.42:9901/tsfile/live/1012_1.m3u8
广东体育[1920*1080],http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
广东卫视[1920*1080],http://61.146.62.104:9901/tsfile/live/0125_1.m3u8
广东珠江[1920*1080],http://61.146.62.104:9901/tsfile/live/1001_1.m3u8
广东经济[1920*1080],http://61.146.62.104:9901/tsfile/live/1013_1.m3u8
广东体育[1920*1080],http://61.146.62.104:9901/tsfile/live/1000_1.m3u8
广东新闻[1920*1080],http://61.146.62.104:9901/tsfile/live/1002_1.m3u8
广东公共[1920*1080],http://61.146.62.104:9901/tsfile/live/1003_1.m3u8
南方卫视[1920*1080],http://61.146.62.104:9901/tsfile/live/1005_1.m3u8
广东影视[1920*1080],http://61.146.62.104:9901/tsfile/live/1006_1.m3u8
嘉佳卡通[1920*1080],http://61.146.62.104:9901/tsfile/live/1008_1.m3u8
广东少儿[1920*1080],http://61.146.62.104:9901/tsfile/live/1007_1.m3u8
触电,#genre#
广东珠江,http://mmitv.top/pltv/itouchtv.php?id=gdzj
广东公共,http://mmitv.top/pltv/itouchtv.php?id=gdgg
广东综艺,http://mmitv.top/pltv/itouchtv.php?id=gdzy
广东影视,http://mmitv.top/pltv/itouchtv.php?id=gdys
广东经济,http://mmitv.top/pltv/itouchtv.php?id=gdjj
广东新闻,http://mmitv.top/pltv/itouchtv.php?id=gdxw
广东珠江,http://fangsong.live/hls/itouchtv.php?id=gdzj
广东公共,http://fangsong.live/hls/itouchtv.php?id=gdgg
广东综艺,http://fangsong.live/hls/itouchtv.php?id=gdzy
广东影视,http://fangsong.live/hls/itouchtv.php?id=gdys
广东经济,http://fangsong.live/hls/itouchtv.php?id=gdjj
广东新闻,http://fangsong.live/hls/itouchtv.php?id=gdxw
广东珠江,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdzj
广东体育,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdty
广东公共,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdgg
广东新闻,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdxw
广东影视,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdys
广东少儿,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdse
广东综艺,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdzy
南方卫视,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=nfws
广东移动,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdyd
岭南戏曲,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=lnxq
广东国际,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdgj
港台IPTV,#genre#
动物星球,http://198.16.64.10:8278/animalplanet_twn/playlist.m3u8?tid=ME1E7303496773034967&ct=19225&tsum=07b0edc521a4edcb7a00d7e943b8aa72
动物星球,https://livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b5000000.m3u8
动物星球,https://livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b2500000.m3u8
地理野生,http://50.7.220.74:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
地理野生,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
国家地理野生,http://198.16.64.10:8278/natgeowild_twn/playlist.m3u8?tid=ME7E6122598161225981&ct=19225&tsum=c88897efa30d472128421acf3d4b62c8
国家地理,http://198.16.64.10:8278/natgeohd_twn/playlist.m3u8?tid=ME0E9332119893321198&ct=19225&tsum=86a42e161c519916f498348c3c672787
凤凰香港台,http://198.16.64.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
翡翠台,http://198.16.64.10:8278/jade_twn/playlist.m3u8?tid=MA3A7166615971666159&ct=19226&tsum=abeff4c5d0d1ad10147a21ebc6cc5182
无线新闻台,http://198.16.64.10:8278/inews_twn/playlist.m3u8?tid=MF7F8784108987841089&ct=19225&tsum=50d719a9ed62cc070153963585e6d9d3
翡翠台,http://198.16.64.10:8278/jade_twn/playlist.m3u8?tid=ME6E1330319113303191&ct=19225&tsum=d76985c4965fd63807e131035f66af09
J2,http://198.16.64.10:8278/j2_twn/playlist.m3u8?tid=MA8A1176878411768784&ct=19225&tsum=fea41bb592165942b9971148376f8b70
RTHK32,http://198.16.64.10:8278/rhk32_twn/playlist.m3u8?tid=MBCB4455322944553229&ct=19226&tsum=60bac13753ada5abc8873783d6611ebd
VIUTV,http://198.16.64.10:8278/viu_twn/playlist.m3u8?tid=MF2F6219999362199993&ct=19225&tsum=0315b071e42f6b8b6f49b6ca58b7393b
BabyTV,http://198.16.64.10:8278/babytv_twn/playlist.m3u8?tid=MC9C6892759268927592&ct=19225&tsum=c523d815f0353c10a5d528226ebb5779
VIUTV6,http://198.16.64.10:8278/viusix_twn/playlist.m3u8?tid=MC6C1412376614123766&ct=19225&tsum=f4273425d435057616c3380b9e2a0287
BBCEarth,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/264517
BBCEarth,https://livecdn.fptplay.net/hda2/bbcearth_vhls.smil/chunklist_b5000000.m3u8
BBCEarth,http://78.83.191.18:8000/play/a05o
国家地理,http://50.7.220.74:8278/natgeohd_twn/playlist.m3u8?tid=ma1f0b9808d5014467661&ct=17874&tsum=73dfb91284f5b1358251546e6f03da3d
国家地理台湾,http://50.7.220.74:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
国家地理野生,http://50.7.220.74:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
民视,rtmp://59.124.75.138/sat/tv051
民视,rtmp://59.124.75.157/sat/tv051
台视,rtmp://59.124.75.138/sat/tv071
台视,rtmp://59.124.75.157/sat/tv071
中视,rtmp://59.124.75.138/sat/tv091
中视,rtmp://59.124.75.157/sat/tv091
华视,rtmp://59.124.75.138/sat/tv111
华视,rtmp://59.124.75.157/sat/tv111
TVBS新闻,rtmp://59.124.75.138/sat/tv551
TVBS新闻,rtmp://59.124.75.157/sat/tv551
TVBS欢乐,rtmp://59.124.75.138/sat/tv421
TVBS欢乐,rtmp://59.124.75.157/sat/tv421
东森财经新闻,rtmp://59.124.75.138/sat/tv571
东森财经新闻,rtmp://59.124.75.157/sat/tv571
纬来育乐,rtmp://59.124.75.138/sat/tv701
纬来育乐,rtmp://59.124.75.157/sat/tv701
纬来体育,rtmp://59.124.75.138/sat/tv721
纬来体育,rtmp://59.124.75.156/sat/tv721
纬来体育,rtmp://59.124.75.157/sat/tv721
纬来日本,rtmp://59.124.75.138/sat/tv771
纬来日本,rtmp://59.124.75.157/sat/tv771
爱尔达体育1,rtmp://59.124.75.138/sat/md011
爱尔达体育1,rtmp://59.124.75.157/sat/md011
爱尔达体育2,rtmp://59.124.75.138/sat/md051
爱尔达体育2,rtmp://59.124.75.157/sat/md051
爱尔达体育3,rtmp://59.124.75.138/sat/md021
爱尔达体育3,rtmp://59.124.75.157/sat/md021
ELEVEN体育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN体育一台,rtmp://59.124.75.157/sat/tv731
ELEVEN体育二台,rtmp://59.124.75.138/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.157/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.138/sat/md041
ELEVEN体育二台,rtmp://59.124.75.157/sat/md041
MoMo综合台,rtmp://59.124.75.138/sat/tv761
MoMo综合台,rtmp://59.124.75.157/sat/tv761
東森新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=dsxw
東森財經新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=dscjxw
TVBS新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=55tvbs
三立新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxw
中視新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=zsxw
台視新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=tsxw
民視新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=msxw
中天新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=ztxw
民視影劇台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv09&nid=24
民視新聞台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv13&nid=31
民視旅遊台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv07&nid=61
动物星球,https://vips-livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b5000000
斗鱼,#genre#
挨饿德，荒野求生60天,https://wabc.ml/huya.php?id=24272614
粤语港剧,http://epg.112114.xyz/douyu/7919720
粤语原声，超清画质,http://epg.112114.xyz/douyu/9843958
